;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7790040127173;BUDIN SINN FRUTAS ;;;;ARCOR;;2.500,00;6;;15.000,00
;7792798013357;BUDWEISER 710 ML;;;;;;2.500,00;4;;10.000,00
;7793147001056;BUDWEISER BOTELLA;;;;BUDWEISER;;3.200,00;15;;48.000,00
;7793147118822;BUDWEISER LATA;;;;BUDWEISER;;1.500,00;7;;10.500,00
;7790580138585;CABALLA AL NATURAL;;;;LA CAMPAGNOLA;;2.500,00;3;;7.500,00
;;;;;;Pág. 7 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7792750000340;CABALLA EN ACEITE;;;;MARBELLA;;4.000,00;1;;4.000,00
;7790645002059;CABALLA EN ACEITE;;;;CARACAS;;3.000,00;10;;30.000,00
;7798121880474;CABALLA EN ACEITE;;;;SAN REMO;;1.750,00;3;;5.250,00
;7790580138578;CABALLA EN ACEITE;;;;LA CAMPAGNOLA;;2.300,00;3;;6.900,00
;7790748235064;CABALLA EN ACEITE;;;;PUGLISI;;2.500,00;4;;10.000,00
;7622201818609;CADBURY 25G;;;;;;2.050,00;5;;10.250,00
;7622201818654;CADBURY 29 G;;;;;;2.050,00;2;;4.100,00
;77990112;CAFE AL COÑAC PETACA;;;;TRES PLUMAS;;2.000,00;1;;2.000,00
;7790070933645;CAFE INSTANTANEO 100G;;;;ARLISTAN;;3.000,00;1;;3.000,00
;7790170904798;CAFE INSTANTANEO 100GS;;;;LA MORENITA;;3.810,00;3;;11.430,00
;8445290271051;CAFE INSTANTANEO 170 GS;;;;DOLCA;;4.500,00;3;;13.500,00
;7790150100677;CAFE INSTANTANEO 50 GS;;;;LA VIRGINIA;;2.234,00;2;;4.468,00
;7790070933652;CAFE INSTANTANEO 50G;;;;ARLISTAN;;2.000,00;2;;4.000,00
;7790150006320;CAFE MOLIDO 250 GS;;;;LA VIRGINIA;;3.949,00;2;;7.898,00
;8445290271037;CAFE SUAVE INSTANTANEO 50 GS;;;;DOLCA;;3.650,00;3;;10.950,00
;7790150101667;CAFE SUAVE INSTANTANEO 50 GS;;;;LA VIRGINIA;;2.800,00;2;;5.600,00
;7792750000333;CALAMARES EN ACEITE;;;;MARBELLA;;2.150,00;2;;4.300,00
;7794000008540;CALDOS  DE GALLINA CAJA;;;;KNORR;;1.800,00;1;;1.800,00
;7794000008533;CALDOS DE CARNE;;;;KNORR;;1.800,00;10;;18.000,00
;7790202000610;CALKAMARES EN ACEITE;;;;PENNISI;;3.600,00;2;;7.200,00
;77988041;CAMEL 12 BOX;;;;;;2.000,00;2;;4.000,00
;77977236;CAMEL 20 COMVERTIBLE BOX;;;;;;0,00;4;;0,00
;77990914;CAMEL 20 LEGEND;;;;;;2.000,00;6;;12.000,00
;7791290795280;CAMELLITO ROPA FINA 450 ML;;;;ALA;;1.400,00;1;;1.400,00
;7791200000565;CAMPARI 450 ML;;;;;;5.100,00;1;;5.100,00
;7793253002527;CANASTA P/INODORO;;;;POETT;;2.150,00;7;;15.050,00
;7791290794191;CANASTA P/INODORO;;;;VIM;;1.350,00;4;;5.400,00
;7791290794184;CANASTA P/INODORO;;;;VIM;;0,00;1;;0,00
;7791290794177;CANASTA P/INODORO;;;;VIM;;0,00;1;;0,00
;7790150436080;CANELA EN RAMA;;;;ALICANTE;;1.250,00;1;;1.250,00
;7798094010069;CANELA EN RAMA ;;;;ALICANTE;;600,00;1;;600,00
;7798094010229;CANELA MOLIDA;;;;AROMAS DEL;;0,00;4;;0,00
;7790198000243;CANELA MOLIDA 25 GS ;;;;GALVANMONTE;;1.000,00;10;;10.000,00
;7791664001016;CAPELLETTIS KG CARNE;;;;LA ITALIANA;;3.221,00;38;;0122.398,0
;77987655;CARAMELOS HALLS MENTOL;;;;;;366,00;10;;3.660,00
;77905291;CARAMELOS HALLS MIEL;;;;;;366,00;11;;4.026,00
;77986283;CARAMELOS HALLS STRONG;;;;;;366,00;8;;2.928,00
;7798145007383;CARGADOR MICRO USB;;;;;;3.610,00;1;;3.610,00
;7798145008991;CARGADOR MICRO USB;;;;DINAX;;3.200,00;1;;3.200,00
;7798420700039;CASIMIRO MALBEC;;;;CASIMIRO;;8.000,00;6;;48.000,00
;7798420700060;CASIMIRO VINO BONARDA;;;;CASIMIRO;;7.000,00;6;;42.000,00
;210400050000;CBX  PIOJITOS P/PELO;;;;;;1.357,00;2;;2.714,00
;;;;;;Pág. 8 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;210400040000;CBX ACCESORIOS /PELO;;;;;;1.250,00;2;;2.500,00
;210400020000;CBX ACCESORIOS P/PELO;;;;;;1.000,00;1;;1.000,00
;7798138555433;CELENTANO;;;;STA ISABEL;;550,00;9;;4.950,00
;6910021007206;CEPILLO DE DIENTE ;;;;COLGATE;;750,00;7;;5.250,00
;5900273001566;CEPILLO DE DIENTES;;;;COLGATE;;900,00;2;;1.800,00
;6970559480100;CEPILLO DE DIENTES NIÑO;;;;COZYHH;;800,00;5;;4.000,00
;7798143244025;CEPILLO DE MANO CON MANIJA;;;;MAPUCHE;;1.616,00;3;;4.848,00
;7791625004377;CEPILLO P/ AUTOS                            ;;;;EXTRALIMP;;1.300,00;3;;3.900,00
;7798331852728;CEPILLO P/ PELO;;;;;;2.200,00;1;;2.200,00
;7792459004090;CEPILLO P/AUTO;;;;LA GAUCHITA;;1.450,00;1;;1.450,00
;7798136492471;CEPILLO P/PELO;;;;;;2.200,00;1;;2.200,00
;7790895009846;CEPITA 1 L DURAZNO BOTELLA;;;;COCA COLA;;1.900,00;3;;5.700,00
;700;CEPITA 200 CC ;;;;COCA COLA;;415,00;2;;830,00
;7790895641800;CEPITA NARANJA 1,5L;;;;COCA COLA;;2.500,00;6;;15.000,00
;7794728041171;CERA DEPILATORIA;;;;DEPIMANIA;;3.000,00;2;;6.000,00
;7794728041270;CERA DEPILATORIA;;;;DEPIMANIA;;3.000,00;3;;9.000,00
;7790380020318;CERAEL;;;;GEORGALOS;;400,00;9;;3.600,00
;7790380020028;CEREAL;;;;GEORGALOS;;400,00;4;;1.600,00
;7790380020240;CEREAL;;;;GEORGALOS;;400,00;17;;6.800,00
;7790380020332;CEREAL;;;;GEORGALOS;;400,00;3;;1.200,00
;7790380014928;CEREAL;;;;GEORGALOS;;420,00;50;;21.000,00
;7790580142414;CEREAL BAÑADO 50 GS;;;;ARCOR;;2.500,00;45;;112.500,0
;;;;;;;;;;;0
;77965370;CEREAL MIX;;;;ARCOR;;406,00;3;;1.218,00
;77915818;CEREAL MIX;;;;ARCOR;;406,00;2;;812,00
;77916501;CEREAL MIX;;;;ARCOR;;406,00;2;;812,00
;7790045001584;CEREALES S/AZUCAR;;;;GRANIX;;1.200,00;2;;2.400,00
;7792798013951;CERVEZA LATA 1890;;;;QUILMES;;1.300,00;119;;154.700,0
;7792798013470;CERVEZA S/ALCOHOL;;;;STELLA ARTOIS;;720,00;3;;2.160,000
;7791560132838;CHAMPAGNE MUMM;;;;MUMM;;4.200,00;4;;16.800,00
;7795933204078;CHAMPIGNONES ENTEROS;;;;BAHIA;;1.800,00;2;;3.600,00
;77953483;CHESTER 10 COMUN;;;;;;1.260,00;1;;1.260,00
;7797470007303;CHIMICHURRI AHUMADO;;;;MAROLIO;;1.300,00;1;;1.300,00
;7797470007280;CHIMICHURRI CLASICO;;;;MAROLIO;;1.750,00;1;;1.750,00
;27797470007297;CHIMICHURRI PICANTE;;;;MAROLIO;;1.650,00;2;;3.300,00
;7790127781014;CHIMICHURRI PICANTE 190 ML;;;;VANOLI;;1.050,00;2;;2.100,00
;7790580103378;CHOCLATE BLANCO 27 GS;;;;ARCOR;;1.300,00;4;;5.200,00
;7790790120837;CHOCLO CREMOSO LATA;;;;INCA;;750,00;3;;2.250,00
;7792350067040;CHOCLO CREMOSO LATA;;;;INALPA;;540,00;2;;1.080,00
;7798138551305;CHOCLO EN GRANO;;;;MOLTO;;950,00;3;;2.850,00
;7791109631716;CHOCLO EN GRANO LATA;;;;TAEQ;;850,00;4;;3.400,00
;7798121880160;CHOCLO EN LATA;;;;SAN REMO;;900,00;6;;5.400,00
;7790070418203;CHOCOARROZ;;;;GALLO;;600,00;62;;37.200,00
;;;;;;Pág. 9 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7791337007253;CHOCOLATADA 1L CINDOR;;;;CINDOR;;2.500,00;1;;2.500,00
;7622201807405;CHOCOLATE  ALMENDRAS 82G;;;;CADBURY;;3.850,00;3;;11.550,00
;7790380024194;CHOCOLATE 25 GS;;;;GEORGALOS;;485,00;10;;4.850,00
;7790380024217;CHOCOLATE 25 GS;;;;GEORGALOS;;485,00;10;;4.850,00
;7792360095002;CHOCOLATE 50 GS;;;;VIZZIO;;14.550,00;3;;43.650,00
;7790580103538;CHOCOLATE 55 GS;;;;COFLER;;2.000,00;2;;4.000,00
;7790580103484;CHOCOLATE 55 GS LECHE;;;;COFLER;;2.000,00;3;;6.000,00
;7790580103521;CHOCOLATE 55 GS ROCKLETS;;;;COFLER;;2.000,00;3;;6.000,00
;7790580106560;CHOCOLATE 55 GS TRES PLAC;;;;COFLER;;2.000,00;3;;6.000,00
;7899970401657;CHOCOLATE 85 GS ORIGINAL;;;;HERSHEYS;;2.000,00;1;;2.000,00
;7791249451656;CHOCOLATE 90G;;;;SHOT;;0,00;2;;0,00
;7792360095071;CHOCOLATE 90GS;;;;VIZZIO;;1.800,00;3;;5.400,00
;7622210745583;CHOCOLATE AIREADO 55 GS;;;;MILKA;;3.450,00;12;;41.400,00
;7792360095064;CHOCOLATE BLANCO;;;;VIZZIO;;1.450,00;1;;1.450,00
;7790580607418;CHOCOLATE BLANCO 25 GS;;;;ARCOR;;680,00;10;;6.800,00
;7790580103415;CHOCOLATE BLANCO 55 GS;;;;ARCOR;;2.800,00;2;;5.600,00
;77958563;CHOCOLATE BOCADITO;;;;ARCOR;;250,00;1;;250,00
;7790580127145;CHOCOLATE BON O BON 30GS;;;;ARCOR;;1.300,00;4;;5.200,00
;7790580115562;CHOCOLATE BON O BON 67 GS;;;;ARCOR;;2.800,00;2;;5.600,00
;7792360094524;CHOCOLATE C/ALMENDRA S 35 GS;;;;VIZZIO;;850,00;2421;;2.057.850,
;7790580103439;CHOCOLATE C/ALMENDRAS 55 GS;;;;ARCOR;;2.800,00;1;;2.800,0000
;7790580103361;CHOCOLATE C/LECHE 27 GS;;;;ARCOR;;1.300,00;4;;5.200,00
;7790580033408;CHOCOLATE C/LECHE 55 GS;;;;ARCOR;;2.800,00;5;;14.000,00
;7792360095019;CHOCOLATE C/LECHE 90 GS;;;;VIZZIO;;1.800,00;2;;3.600,00
;7792360094500;CHOCOLATE C/MANI 35 GS;;;;VIZZIO;;720,00;12;;8.640,00
;7792360094548;CHOCOLATE C/MANI 85 GS;;;;VIZZIO;;1.450,00;4;;5.800,00
;47622201818951;CHOCOLATE COMBINADO 50 G;;;;MILKA;;0,00;2;;0,00
;7790580124960;CHOCOLATE CON MANI 25 GS;;;;ARCOR;;860,00;10;;8.600,00
;7790380024750;CHOCOLATE FULL MANI 100 GS;;;;GEORGALOS;;2.000,00;5;;10.000,00
;7790380005438;CHOCOLATE FULL MANI 160 GS;;;;GEORGALOS;;3.000,00;6;;18.000,00
;7790380024408;CHOCOLATE FULL MANI 35 GS;;;;GEORGALOS;;650,00;9;;5.850,00
;7790380025177;CHOCOLATE FULL MANI 35 GS;;;;GEORGALOS;;658,00;23;;15.134,00
;7790380042167;CHOCOLATE LECHE Y MANI 70 GS;;;;DAQUI;;1.500,00;32;;48.000,00
;7790580103385;CHOCOLATE MIXTO 27 GS;;;;ARCOR;;1.300,00;5;;6.500,00
;7790580103422;CHOCOLATE MIXTO 55 GHS;;;;ARCOR;;2.800,00;3;;8.400,00
;7790580607210;CHOCOLATE NEGRO 25 GS;;;;ARCOR;;680,00;10;;6.800,00
;7790206506965;CHOCOLATE NOBEL;;;;;;1.800,00;1;;1.800,00
;7790380825067;CHOCOLATE P/ TAZA;;;;SUCHARD;;2.200,00;2;;4.400,00
;7790407031273;CHOCOLATE P/TAZA 150 GS;;;;AGUILA;;4.500,00;2;;9.000,00
;7792430609719;CHOCOLATE PARA TAZA;;;;BOMBONETT;;1.000,00;31;;31.000,00
;7790380025061;CHOCOLATE PASTA DE MANI 140 GS;;;;GEORGALOS;;2.000,00;5;;10.000,00
;7790380025276;CHOCOLATE RELLENO FM 35 GS;;;;GEORGALOS;;658,00;10;;6.580,00
;;;;;;Pág. 10 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;107790380024521;CHOCOLATE SIN TACC 70GS;;;;GEORGALOS;;2.500,00;10;;25.000,00
;7790580116842;CHOCOLATE TOFI 70GS;;;;ARCOR;;2.800,00;3;;8.400,00
;7622201818579;CHOCOLATE TRES SUEÑOS 25G;;;;CADBURY;;2.200,00;2;;4.400,00
;7622201818715;CHOCOLATE YOGURT FRUTILLA 82G;;;;CADBURY;;3.850,00;3;;11.550,00
;7790040143241;CHOCOLINAS 100GS;;;;BAGLEY;;850,00;6;;5.100,00
;7790040143227;CHOCOLINAS 170 GS;;;;BAGLEY;;2.000,00;3;;6.000,00
;7790040143234;CHOCOLINAS 250 GS;;;;BAGLEY;;1.800,00;1;;1.800,00
;7790150830444;CHOCOLINO 180 GS;;;;LA VIRGINIA;;1.600,00;2;;3.200,00
;7790150830468;CHOCOLINO 360 GS;;;;LA VIRGINIA;;2.300,00;2;;4.600,00
;7791290795785;CIF DESINFECTANTE LAVANDA;;;;CIF;;2.500,00;1;;2.500,00
;0025;CINTA P/ CURAR;;;;;;400,00;3;;1.200,00
;7798350590014;CINTA PAPEL;;;;;;1.350,00;1;;1.350,00
;7790198000380;CLAVO DE OLOR;;;;GALVAN;;500,00;2;;1.000,00
;7622300990732;CLUB SOCIAL CLASICA;;;;MONDELEZ;;400,00;10;;4.000,00
;167790895001413;COCA COLA 1 L DESC;;;;COCA COLA;;2.000,00;2200;;4.400.000,
;7790895068164;COCA COLA 2,5 L RETORNABLE;;;;COCA COLA;;3.000,00;6;;18.000,0000
;0016;COCA COLA 237 CC VIDRIO;;;;COCA COLA;;1.000,00;5;;5.000,00
;7790895000782;COCA COLA 500 ML;;;;COCA COLA;;1.100,00;18;;19.800,00
;7790895067532;COCA COLA 500 ML S/AZ;;;;COCA COLA;;1.000,00;3;;3.000,00
;7790895067570;COCA COLA ZERO  2,5 L DESC;;;;COCA COLA;;4.000,00;2;;8.000,00
;7790895005374;COCA DE VIRIO RET 1,25 L;;;;COCA COLA;;2.000,00;47;;94.000,00
;7790895067617;COCA ZERO 2 L RETORNABLE;;;;COCA COLA;;2.500,00;4;;10.000,00
;7790070342058;CODITO;;;;FAVORITA;;700,00;1;;700,00
;7790070318343;CODITO;;;;LUCCHETTI;;950,00;3;;2.850,00
;7798141970391;CODOS;;;;PROVIDENCIA;;800,00;2;;1.600,00
;7790580139797;COFLER MAX 100 GS;;;;ARCOR;;4.500,00;95;;427.500,0
;7798094010038;COMINO MOLIDO;;;;AROMAS DEL;;300,00;35;;10.500,000
;7798094010045;CONDIMENTO P/ PIZZA;;;;AROMAS DELMONTE;;500,00;10;;5.000,00
;;;;;;MONTE
;7790150497487;CONDIMENTO P/ VEG;;;;ALICANTE;;600,00;1;;600,00
;7790580135737;CONDIMENTO P/PIZZA;;;;LA CAMPAGNOLA;;800,00;3;;2.400,00
;00199;CONDIMENTOS SUELTOS;;;;;;0,00;100;;0,00
;7790380037828;CONFITE DE MANI 80 GS;;;;GEORGALOS;;1.200,00;79;;94.800,00
;7792798003709;CORONA  330 ML;;;;;;2.500,00;9;;22.500,00
;7792798012435;CORONA LATA 410 CM;;;;CORONA;;2.500,00;6;;15.000,00
;7794184400222;CORTINA ANTIMOSCA;;;;DANFORTH;;2.300,00;3;;6.900,00
;7794640173066;CREMA 125 ML;;;;HINDS ;;3.000,00;2;;6.000,00
;7794640173073;CREMA 250ML;;;;HINDS ;;2.950,00;1;;2.950,00
;62210613;CREMA 75 ML;;;;HINDS ;;2.200,00;2;;4.400,00
;7791274004407;CREMA CORPORAL;;;;ALGABO;;2.100,00;2;;4.200,00
;4005900984609;CREMA CORPORAL 120 GS;;;;NIVEA;;3.300,00;2;;6.600,00
;7791274004414;CREMA CORPORAL 200 ML;;;;ALGABO;;2.100,00;2;;4.200,00
;7798001560175;CREMA DE LECHE;;;;CREMIGAL;;1.552,00;6;;9.312,00
;;;;;;Pág. 11 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7794820903186;CREMA DE LECHE 200  GS ;;;;MILKAUT;;2.216,00;3;;6.648,00
;7795793102255;CREMA DE LECHE 200 CC;;;;RAMOLAC;;1.500,00;2;;3.000,00
;7798321150599;CREMA DE LECHE 200 GS;;;;LECHELITA;;1.500,00;7;;10.500,00
;7798125320150;CREMA DE LECHE 200GS;;;;COLONIA ORCOVI;;0,00;3;;0,00
;4005800137679;CREMA LATA;;;;NIVEA;;2.100,00;3;;6.300,00
;7790580326500;CROCANTE DE MANI 80 GS;;;;ARCOR;;1.425,00;6;;8.550,00
;7791762255106;CUADERNO AVON;;;;;;2.100,00;5;;10.500,00
;754697494481;CUBANITO;;;;;;700,00;4;;2.800,00
;7791540999147;DADA CARAMELO;;;;FINCA LAS MORAS;;3.660,00;6;;21.960,00
;7798141971114;DEDAL;;;;PROVIDENCIA;;644,00;2;;1.288,00
;7798141970421;DEDALITOS;;;;PROVIDENCIA;;644,00;1;;644,00
;7791290796362;DESINFECTANTE FLORAL;;;;CIF;;2.500,00;2;;5.000,00
;7791290795747;DESINFECTANTE GATILLO;;;;CIF;;1.950,00;1;;1.950,00
;78944855;DESODORANTE A BOLILLA;;;;REXONA;;1.800,00;1;;1.800,00
;78944800;DESODORANTE A BOLILLA;;;;REXONA;;1.800,00;4;;7.200,00
;78944794;DESODORANTE A BOLILLA INV,;;;;REXONA;;1.800,00;2;;3.600,00
;77976239;DESODORANTE A BOLILLA ORIG;;;;DOVE;;2.000,00;2;;4.000,00
;7791600060473;DESODORANTE CHESTER HICE;;;;;;2.860,00;1;;2.860,00
;7793253004231;DESODORANTE DE AMBIENTE;;;;POETT;;1.981,00;5;;9.905,00
;7790520028792;DESODORANTE DE AMBIENTE;;;;GLADE;;1.850,00;1;;1.850,00
;7790520028822;DESODORANTE DE AMBIENTE;;;;GLADE;;1.900,00;1;;1.900,00
;7793253004316;DESODORANTE DE AMBIENTE;;;;POETT;;2.051,00;3;;6.153,00
;7790520028839;DESODORANTE DE AMBIENTE HARM.;;;;GLADE;;1.900,00;1;;1.900,00
;7790520028778;DESODORANTE DE AMBIENTE I LOVE;;;;GLADE;;1.900,00;1;;1.900,00
;7790520028730;DESODORANTE DE AMBIENTE LAV;;;;GLADE;;2.000,00;2;;4.000,00
;7791600173357;DESODORANTE PACO;;;;;;2.400,00;1;;2.400,00
;7506306249974;DESODORANTE SPRAY;;;;AXE;;2.000,00;1;;2.000,00
;7791293051031;DESODORANTE SPRAY;;;;AXE;;2.000,00;1;;2.000,00
;7791600571641;DESODORANTE SPRAY;;;;PINO COLBERT;;3.973,00;1;;3.973,00
;7791293025780;DESODORANTE SPRAY;;;;AXE;;2.700,00;1;;2.700,00
;7791600030346;DESODORANTE SPRAY;;;;CIEL;;2.200,00;1;;2.200,00
;7791600174651;DESODORANTE SPRAY ;;;;COLBERT NOIR;;2.700,00;1;;2.700,00
;7791600742584;DESODORANTE SPRAY 250 ML;;;;COLBERT SPACE;;3.900,00;1;;3.900,00
;7791600192488;DESODORANTE SPRAY 250 ML;;;;COLBERT;;3.973,00;2;;7.946,00
;7791600187378;DESODORANTE SPRAY 250ML;;;;COLBERT CODE;;3.950,00;2;;7.900,00
;7791600962371;DESODORANTE SPRAY ROSE;;;;CIEL;;2.200,00;2;;4.400,00
;7792655000032;DESTAPACAÑERIAS;;;;MAVAX;;3.150,00;2;;6.300,00
;423;DESTAPACAÑERIAS 1 L;;;;;;1.283,00;6;;7.698,00
;7795587000576;DESTAPADOR;;;;;;1.800,00;2;;3.600,00
;7790828002517;DETEREGENTE 273 ML;;;;GIGANTE;;1.000,00;1;;1.000,00
;7791290794290;DETEREGENTE 300 ML;;;;ALA;;1.200,00;4;;4.800,00
;7791290794283;DETEREGNTE 500 ML;;;;ALA;;1.500,00;1;;1.500,00
;;;;;;Pág. 12 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7798238110648;DETERGENTE  300 ML;;;;DUFT;;800,00;4;;3.200,00
;7790828002500;DETERGENTE 273 ML;;;;GIGANTE;;1.000,00;1;;1.000,00
;7790828002494;DETERGENTE 273 ML ;;;;GIGANTE;;1.000,00;1;;1.000,00
;7797290194313;DETERGENTE 300 ML;;;;ALA;;900,00;2;;1.800,00
;7790990001622;DETERGENTE 300 ML;;;;ZORRO;;900,00;6;;5.400,00
;7791290794054;DETERGENTE 300 ML LIMON;;;;CIF;;1.378,00;4;;5.512,00
;7790990999882;DETERGENTE 300 ML NARANJA;;;;ZORRO;;900,00;9;;8.100,00
;7790990003374;DETERGENTE 300 ML PLATINUM;;;;MAGISTRAL;;1.500,00;6;;9.000,00
;7791290794306;DETERGENTE 500 ML;;;;ALA;;1.500,00;1;;1.500,00
;7791905024828;DETERGENTE 500 ML;;;;ODEX;;1.450,00;2;;2.900,00
;7798238110662;DETERGENTE 500 ML;;;;DUFT;;1.100,00;1;;1.100,00
;7798238110860;DETERGENTE 500 ML;;;;DUFT;;1.000,00;4;;4.000,00
;7793699045430;DETERGENTE ALOE 750 ML;;;;ESCENCIAL;;1.000,00;2;;2.000,00
;429;DETERGENTE C15;;;;LA MARINA;;1.700,00;6;;10.200,00
;7791290796348;DETERGENTE REPUESTO 450 ML;;;;CIF;;1.500,00;2;;3.000,00
;7793699045409;DETERGENTE ROSA 750 ML;;;;ESCENCIAL;;1.000,00;2;;2.000,00
;7790828002524;DETREGENTE 273 ML ,;;;;GIGANTE;;1.000,00;1;;1.000,00
;7790990003022;DETREGENTE 300 ML;;;;MAGISTRAL;;1.700,00;9;;15.300,00
;0031;DIFUSOR;;;;;;9.000,00;1;;9.000,00
;7791913000791;DOBLE COLA -COLA 3 L;;;;DOBLE COLA;;1.260,00;2;;2.520,00
;7791913005246;DOBLE COLA 3 L LIMA;;;;DOBLE COLA;;1.400,00;5;;7.000,00
;7791913005567;DOBLE COLA POMELO 3 L;;;;DOBLE COLA;;1.400,00;5;;7.000,00
;77907509;DOS CORAZONES;;;;FEL FORT;;1.100,00;12;;13.200,00
;7790950133691;DR LEMON;;;;DR LEMON;;2.000,00;1;;2.000,00
;7790950202816;DR LEMON LATA;;;;;;1.000,00;4;;4.000,00
;7790950134100;DR LEMON LIMON;;;;DR LEMON;;2.500,00;2;;5.000,00
;7792350067118;DUETO D ARVEJAS Y CHOCLO;;;;INALPA;;700,00;4;;2.800,00
;7798125320341;DULCE DE LECHE 200 GS;;;;COLONIA ORCOVI;;1.000,00;3;;3.000,00
;7790787153657;DULCE DE LECHE 200 GS;;;;ILOLAY;;1.300,00;1;;1.300,00
;7790742625106;DULCE DE LECHE 250 GS;;;;LA SERENISIMA;;1.970,00;2;;3.940,00
;7791058000137;DULCE DE LECHE 250 GS;;;;MANFREY;;1.250,00;1;;1.250,00
;7790742104809;DULCE DE LECHE 250 GS;;;;LA SERENISIMA;;2.200,00;1;;2.200,00
;7798060853317;DULCE DE LECHE 250 GS,;;;;TONADITA;;1.100,00;1400;;1.540.000,
;;;;;;;;;;;00
;7792860001404;DULCE DE LECHE 400 GS;;;;LHERITIER;;1.780,00;1;;1.780,00
;7790742625205;DULCE DE LECHE COLONIAL;;;;LA SERENISIMA;;2.300,00;2;;4.600,00
;7790787000654;DULCE DE LECHE REPOSTERO 1 KG;;;;ILOLAY;;6.115,00;2;;12.230,00
;00178;DULCE DE MEMBRILLO;;;;;;0,00;5;;0,00
;7798022220720;DURAZNO EN LATA ;;;;SAN REMO;;1.700,00;2;;3.400,00
;7797470000854;DURAZNO EN LATA 820 GS;;;;MAROLIO;;1.650,00;9;;14.850,00
;7792129004535;EDULCORANTE 200 ML;;;;CHUKER;;1.300,00;2;;2.600,00
;7790490001795;EDULCORANTE 250ML;;;;BARNY;;1.500,00;1;;1.500,00
;7792129004542;EDULCORANTE 400 ML;;;;CHUKER;;1.900,00;4;;7.600,00
;;;;;;Pág. 13 
;Stock Valorizado;;;;;;;;;;11/7/2026
;Código;Descripción;;;;Marca;Costo;;Stock;St.Valorizado
;7790490998309;EDULCORANTE 500 ML;;;;;;3.100,00;2;;6.200,00
;7790490001788;EDULCORANTE 500 ML;;;;BARNY;;2.850,00;2;;5.700,00
;7791254000306;EDULCORANTE X 100 UN;;;;JUMALA;;1.800,00;3;;5.400,00
;7792129000742;EDULCORANTE X 50 UN;;;;EQUAL SWEET;;1.700,00;1;;1.700,00
;070330909229;ENCENDEDOR BIC GRANDE;;;;;;1.300,00;13;;16.900,00
;0029;ENCENDEDOR CLICK;;;;;;400,00;19;;7.600,00
;7798370511204;ENCENDEDOR ECONOMICO;;;;;;400,00;4;;1.600,00
;070330913431;ENCENDEDOR MINI BIC;;;;;;1.200,00;1;;1.200,00
;303;ENCENDEDOR MINI BIC;;;;;;1.000,00;1;;1.000,00
;7509546686349;ENJUAGUE BUCAL;;;;COLGATE;;2.790,00;1;;2.790,00
;00165;ESCOBA ECONOMICA;;;;;;2.500,00;1;;2.500,00
;7794440007035;ESCOBILLON;;;;VIRULANA ;;2.900,00;199;;577.100,0
;7791625001703;ESCOBILLON ;;;;ECOOOO;;1.700,00;1;;1.700,000
;202;ESCOBILLON  GRANDE;;;;;;2.950,00;3;;8.850,00
;4177819121502839;ESPEJO REDONDO;;;;;;3.900,00;1;;3.900,00
;7791905002338;ESPIRAL X 12 UN;;;;MOSQUITRAP;;1.500,00;9;;13.500,00
;413;ESPIRALES SUELTOS;;;;RAID;;300,00;20;;6.000,00
;7790520010452;ESPIRALES X 12 UN;;;;RAID;;2.000,00;4;;8.000,00
;7790520029089;ESPIRALES X 12 UN;;;;RAID;;2.000,00;3;;6.000,00
;7790520010445;ESPIRALES X 12 UN ;;;;RAID;;1.700,00;17;;28.900,00
;7790520010469;ESPIRALES X 4 UN;;;;RAID;;500,00;7;;3.500,00
;3067793253092276;ESPONJA AMARILLA;;;;MORTIMER;;990,00;4;;3.960,00
;7791625000027;ESPONJA AMARILLA;;;;EXTRALIMP;;300,00;8;;2.400,00
;7794321072022;ESPONJA AMARILLA LISA;;;;TASK;;450,00;6;;2.700,00
;7794321003699;ESPONJA AMARILLA SALVA UÑAS;;;;TASK;;500,00;6;;3.000,00
;7790560000109;ESPONJA CIRCULOS;;;;SED METAL;;450,00;1;;450,00
;7794440003303;ESPONJA CUADRITOS;;;;VIRULANA ;;460,00;2;;920,00
;7798136925733;ESPONJA DE ACERO ;;;;MEDIA NARANJA;;700,00;3;;2.100,00
;7797470008904;ESPONJA DE ACERO GRANDE;;;;ESCENCIAL;;900,00;1;;900,00
;7794440018208;ESPONJA DE BAÑO;;;;;;1.000,00;4;;4.000,00
;7792459164008;ESPONJA DORADA;;;;LA GAUCHITA;;700,00;1;;700,00
;7798059384013;ESPONJA DORADA;;;;DEA;;400,00;2;;800,00
;7791625000119;ESPONJA DORADA;;;;EXTRALIMP;;500,00;2;;1.000,00
